E博士的废物测试来了. 博士：你会向人家献菊花咩,"
1. 菊花貌似是扫墓时用的. . .
2. 可以呀，但我有洁癖的. . . 先用硫酸给你消下毒才行
3. 白天是教授，晚上是禽兽，称号是博士，爱好是玩屎（慎用）"
Gg女子无才便是德，我想你一定很缺德妹子现在是几世纪,"
4. 你是哪个时代穿越过来的，搞不清楚时间状况吗
5. 几世纪不重要，重要的是把你放哪个世纪都out了
6. 不是白垩纪就是侏罗纪
美女：？不然我面前怎么会有恐龙"
M;什么事都不想做了,"
1. 实际上，你现在跟我倾诉也算是在做某件事呢
2. 吃饭呢？睡觉呢？拉屎呢？
3. 什么事都不想做的时分，就做爱. . . 做的事"
M;伤心啊,"1. 心？你有那玩意？
2. 不把它伤个口子，男人怎样进得去，男人进不去，你不是只能被剩下或做拉拉了
3. 抱歉，我不是故意的，本来只想损伤你身体的"
M;哈哈哈哈，我得意滴笑,"
1. 我突然想起小兵张嘎里一直很喜欢的一句台词
美女：？
别看现在闹得欢，小心将来拉清单
2. 能笑到最后才是笑得最好的，所以我计划今天比你晚睡，睡前笑一笑
3. 替你感到遗憾
美女：？
人生三大不幸之一的少年失意被你给遇上了，不过情况可能没那么糟，也许你不属于少年失意，而是属于小人失意"
M;唉！好累！今天在家打扫了一天的卫生呢！我贤惠吧,"
1. 容许我，当前要注意劳逸结合，别累坏了自己，你要是累坏了就得我来打扫了
2. 贤惠与否不晓得，但我觉得现在的你好心爱
3. 坐过来，我免费给你按摩，还可以提供特别服务"
M;对自己有时真的好无语,"
1. 我跟你一样，也觉得对你挺无语的
2. 那你要多练习自言自语的能力
3. 不要太往心里去，躲在家里就好，别出来影响别人的心情"
M;怎样没人找我聊天啊,"
1. 聊天有什么意思，现在盛行聊八卦
2. 由于植物凶猛
3. 由于普通人很难跟你沟通"
M;我讨厌人家那样跟我说话！！！！讨厌！！！讨厌,"
1. 看过韩剧就晓得爱一团体首先要从讨厌开端
2. 那你喜欢人家哪样跟你说话？
美女：blblblblbl
ok，当前我会注意尽量防止你说的这样的
3. 当前（我/你男朋友）想甩了你时照这么说话就可以了对吧"
M;昨夜做了一个梦，能成真吗,"
1. 假如梦里是跟我上床，那估计够呛
2. 梦是反的，会反着成真哦，除非你倒立着睡
3. 不晓得，翻翻他的《迷上我》看有没答案"
Nan：说起级别，刚好和一个已td的朋友一个对话,型男：来个自怕帮你看看面像，嘴唇微红最近犯桃花，印堂发黑犯小人，眼生迷离最近身体透支还有就是你有勾引我的资本（骚聊）
Ok，从此以后我不会再联系你,"
1. 要直接搬来我家住吗
2. 那你现在赶紧借我点钱吧
3. 想要人家主动联系你就直说，还拐弯抹角的"
Qq上主动找女孩聊天的时候，她说：什么事啊,"
1. 恭喜你的qq号码中奖了，奖品大帅哥一个，手续费只要一顿饭，快快拨打xxxx领取吧
2. qq好像中毒了，神奇的是它竟然会自动联系好友里那些不好看的女孩子！
3.最近我接了一个私人沙龙，要找个主持，觉得你不错，想测试下你的沟通能力（by小狗）"
Td之前调情的一段貌似很有哲理的话：,"有人说，女人有两个优点，一个缺陷，男人有一个长处，作为男人，要抓住女人的优点，用自己的长处补充女人的缺陷. 
妹子要是不懂，就继续暗示：做出坏笑，用双手慢慢的伸向那两个优点……顺势td效果很好"
Td后想发展为长期关系，女女说我们之间没有爱情，别再来找我了，怎么办,"你的问题属于事后反悔，吸引不够所致，下面答案只是打开吸引之门的第一步
1. 如果你借完钱给我后说这句话我会更开心点
2. 那麻烦你先把这次的单买掉，当然，嫌贵可以分期付款
3. 万一这次我不小心怀孕也不能来找你吗？你是这么没责任心的女孩子吗"
Td的时候美女：你gao我的时候，为什么要我左右摇摆，而且很舒服,"
1. 你掏鼻屎的时候只掏一个地方难道会爽吗
2. 我在缅怀先烈呢，古代保家卫国的将军们在马上作战就是左摇右摆的嘛
3. 因为学习了摇摆猫的性联系手册我才能gao到你的，所以让你摇摆是对他致敬的行为（慎用）"
Td的时候美女：你好会弄啊,"
1. 要分对象的哦，因为你让我很有感觉呢
2. 那当然，我每天都买块猪肉来练习的
3. 恩，因为现在富婆的要求都很高，所以不得不把技术练好些
其他答案：1. 你想学呀？我免费教你好了. 2. 都是兰姐教我的. 3. 看跟谁比了"
Td的时候美女：你捏我mimi的时候能不能轻点,"
1. 亲爱的，要控制自己对你的爱真的很困难
2. 你吸我gg的时候能不能重点
3. 只有在前戏的时候将我的力度分化一些出去，真正上马的时候你才能承受得了我的冲击呢"
一个女生问型男：爱你的人和你爱的人你会选择哪一个,"
1. 胸大的那个（慎用）
2. 我选择双飞（慎用）
3. 不管是爱我的还是我爱的，都是跟我很有缘份的人，缘分这个东西，往往你越去刻意追求和选择，越是得不到，所以顺其自然是最好的选择"
一个女生，我对她没fell,"他妈的居然给我表白：“我喜欢你”
1. 是喜欢吗？不是爱吗？那也可以请我吃哈根达斯的吧
2. 不管你这个人有多少不足，但就你的品味水准这一点来说，确实可以盖过所有的缺点
3. 然后呢，打算要包养我么"
一个妹子调侃型男：hi！小帅哥,"
1. 你从哪里看我小了，掏出来吓死你哦
2. 我发现你一个很大的优点-看人的眼光不错
3. 你这搭讪方式可不怎么样，有点老套了"
一个妹子问型男：男人，是不是都喜欢和美女搭讪,"
1. 是的，但是，你肯定不会被搭的
2. 女人，是不是都喜欢和帅哥搭讪？
美女：不会呀
手伸出来，（打她一下）这是对你说谎的惩罚！你现在不是正在搭讪我嘛？
3. 也不一定，同性恋就不搭女的"
一个快速把妹子约出来的方法（在朋友圈发了吃的，妹子点赞）,"型男：/biu
美女：/吓
型男：小吃货
美女：熔岩蛋糕哇
型男：说起吃最近就欲哭无泪
美女：咋滴
型男：半个月长胖五斤/哭
美女：你多高多重
型男：175+，130
美女：合适啊
型男：你是说我们很合适么/哈哈哈
美女：/害羞
型男：看你面相不俗，一定是个好媳妇
美女：那是那是，必须的
型男：那上得了厅堂，下得了厨房，斗得过小三么
美女：斗不过/哭我只有睁一只眼闭一只眼
型男：那适合做一件事情了
美女：/憨笑那人都是这样的哦（废物测试）
型男：宝宝不好奇是什么事情么（直接忽略掉废物测试）
美女：什么
型男：拐回婆家/害羞
哈哈，话说麻麻会伤心么
美女：麻麻会高兴吧
型男：比好比种了二十多年的白菜，被我拱了/苦笑
美女：（表情）"
一分钟牵手,"型男：把你的手借给我一分钟
美女：干嘛
型男：不要问那么多，只是一分钟，又不会少块肉
美女：好吧，只是一分钟哦（如果对方和你争论这件事，不用理她，直接强硬的把手牵起来）
型男：我听人说，两个人第一次牵手就能决定他们能走多远. 
美女：什么意思
型男：因为恋爱这件事多数时候是男人主动，所以男人肯定是喜欢女人的，但是女人却不一定. 如果在牵手的时候，女人的手像男人的手一样握的很紧，说明她在意这个男人，但是如果女人的手握的很松，则一般会有两种情况，一种是女人经常被男人握着手，她知道男人会抓紧她，所以她不需要握的很紧，另一种是她并不喜欢这个男人
美女：哈哈，还有这种说法
型男：咱俩这种（拿起对方的手看看），我觉得会走的很远吧（说完话就甩开对方的手，这会制造一个心理波动，过一会再牵起来）
如果女人的手正是我们说的那种握的很松就用下面的方式应对
型男：说说吧，你是哪种
美女：哈哈，我也不知道
型男：哪种我都不喜欢，来给我握紧点，再紧点. 对的，乖啦"
一女经常跟我唱反调,"最常见的句型就是：就（不）xx，怎么样. 
我叫她去干嘛，她就说就不去怎么样. 我说她神经病或者是想打架，她还是说就是神经病/想打架，怎么样？怎样破解这蛋疼句式？
1.（直接冲上去挠她痒痒：就这样）
跟复读机交流真是件蛋疼的事
2. 你是过来地球实习的外星人吧，还停留在拟声期哦
3. 明天带你去医院看看吧，可能是语言神经出了问题. . . """
一定要给我办好啊，办不好我翻脸啊（难度大到无法完成）,"
a. 我觉得比较起来，你翻脸要容易太多了
b. 这个事情我肯定无法做到，但你是我哥们，我会尽全力试试，不过也就是死马当活马医，你不要抱什么希望真没办法，能办我一定办，办不了我绝不胡乱答应，这是我的原则，我不能失信于人"
一直把你当弟弟,"
1. 我也有个小弟弟哦，改天在合适的时间拿给你看，我保证你们会玩的很开心
2. 那怎么行，我一直把你当奶奶呢，我又想吃奶了，少奶奶的奶奶好大
3. 我不会嫌你老的（非原创）
其他答案：你是女的还想有弟弟？（重楼）"
一颗心只能装一个人，如果能装两个人你就不是人,"
1. 伟大的老师心系全班同学，竟然被你说成不是人
2. 对，确实不是人，以后请叫我爱神
3. 你爸妈心里除了对方应该还有你吧"
一颗心只能装一个人，如果能装两个人你就不是人,"
1. 我的心里装了很多人的，我爸妈. 我爷爷奶奶. 我的兄弟姐妹，还有我自己.
那你心里装的唯一的一个人是谁？
2. 上过高中的人都知道，心是分成两瓣的，左心房和右心房，左心房里面住着我最爱的女人，右心房里面住着最爱我的女人.
3. 心是用来维持生命的，不是用来装人的.
4. 我是神"
三个字，八个字母，说出来,"
1. I love you. . . . 你想对我说就直说，干嘛非得要我帮你说出来
2. qinyixia亲一下
3. 我最讨厌中国人放着好好的国语不说，非对着同胞放洋屁"""
上学好玩事,"型男：还记得上学那会儿，好多好玩的事，现在想想挺有意思
美女：是啊，挺怀念
型男：我记得以前我们班有一多愁善感的哥们，一天，他失恋了，一个人站在树下，说：哎，心情不好连空气闻起来都是臭的，接着后边一哥们说：不好意思，我刚放了个屁
美女：哈哈哈哈哈，笑死我"
上学趣事,"大二的时候，我们宿舍的几个人迷上了练毛笔字，拿一个百事的瓶子涮笔，时间长了瓶子里面的水就成黑的了，有一天，另一宿舍的一哥们踢完球回来，来我们屋二话不说直奔桌上的“百事”，一饮而尽，然后跟我们说：“谁买的可乐啊，假的吧，都没味”，然后头也不回的走了. 我们宿舍的人被这一幕惊的目瞪口呆，根本来不及说话，直到今天我们都没告诉这哥们真像"""
下午语音,"美女：下午，语音
型男：/ok记得嘴甜一点，有点礼貌
美女：甜死你
型男：没事，我提前打胰岛素，要忙去了，宝贝回聊（语音通话中……）
美女：这只猪，哈哈，好萌
型男：对啊，你要是像它一样乖一点，我就考虑抱抱你
美女：我很乖的，吃饱了
型男：吃完记得要来么么哒
美女：么么哒
型男：（发亲吻动图）
美女：/一脸懵逼
型男：喜欢嘛
美女：喜欢呀
型男：哈哈，等见面了先给你来一个法式的湿吻，吻到你窒息，十分钟就好了，想要延时记得发红包
美女：记住了/偷笑
型男：那你不许咬我/冷汗
美女：为啥会咬/尴尬
型男：还不是担心你受不了的时候会着急
美女：哦，这样子啊
型男：你喜欢怎么吻
美女：舌吻
型男：我喜欢一直在搅拌滑滑的感觉，你的舌头软吗
美女：嗯，软
型男：口水多嘛
美女：多吧，我去，真十分钟啊
型男：嗯，湿吻就是要口水交换双方才可以很动情
美女：没吻过，湿吻原来是这样
型男：我也没啥经验，这不是跟你商量呢么，看我多民主[Concerned]"
下面的抠脚女汉子,"型男：眼睛挺漂亮，不像xx人（地点）
美女：为什么
型男：瞳孔中没有弥漫着xx的雾霾
美女：哈哈你猜错了
型男：那我自罚三杯
美女：这倒不用，本姑娘很大气的
型男：就像天上的星星
型男：下面的抠脚女汉子
美女：我又那么丑吗
型男：女人分三种1. 活在当今2. 活在未来3. 来自侏罗纪"
不可以，进展太快了,"美女：不可以，进展太快了
型男：有的人相处很久都不知道彼此喜欢什么，有的人几句话就能倾尽所有，我想我们应该是后者
美女：感情这东西谁也说不清楚，聊天也是要有感觉才能聊得下去
美女：你平时做饭吗
型男：你来做客也许会考虑，做饭的时候也需要有人陪，要不然做完连一点胃口都没有
美女：这么好的待遇，有机会一起做饭，我洗你炒
型男：一起吃，你一口我一口的那样才有滋味，平淡的生活乐趣不也就如此嘛
美女：没错，我很赞同
型男：发一个萌萌的你，新鲜热乎的
美女：宝宝一天没出门，别看了
型男：都在睡觉吗
美女：睡了会儿
型男：都说女人是睡出来的，睡美人才是最美的，所以你没有理由拒绝我这个诚恳的请求
美女：真看啊，人家素颜（女生发照片）
型男：或以后在一起生活的话不想看也得看，所以你觉得我是那么介意的人吗，想看你亲亲的时候是什么样子
美女：你怎么那么坏／敲打
型男：只对一个人坏还不够吗
美女：够，你专一吗
型男：我不是流氓，但我绝对是专一的色狼"
不小心让她知道我是双子座,"妹子总是说我双子座的人花心，不可靠，滥情什么的！
下次她在这么说，你教教我该怎么反击！又可以把她搞上手！
1. 双子之所以给世人这个印象，只是因为没有遇到他的真命天女，你，对自己没自信吗？
2. 双子座还不可靠啊？拜托，两个人诶
其他答案：
1. 想不到你对花心的男人这么敏感，看来你伤的挺重的呀.
2. 我们的星座般配吗？
3. 双子座的人最可悲，心都被人家给刮花了. 4错！男人是没有心的
美女：心呢？花出去了"
不爱在朋友圈发照片,"美女：哈喽
型男：朋友圈都没一张你的样子，发个专属相互认识一下吧
美女：不爱在朋友圈发照片（女生发照片）
型男：要正面免冠的[Concerned]
美女：让我找找[Facepalm]
型男：/ok/花，哈哈，跟我一样
美女：啥？
型男：在玻璃片的后面，都有一双迷人的大眼睛
美女：/好感度加1
型男：看姑娘今年也就十八
美女：挡不住叔叔玻璃片后面的大眼睛
型男：您还真不客气，凡是能当叔叔的人都是非常有智慧的
美女：咦，还有这说法呢
型男：至少要给你们年轻人树立一个楷模形象
美女：您这多大岁数了，35啊，还没结婚啊
型男：这口水说得就跟你结了似的
美女：我不急我不急
型男：这是咱们第二个共同点
美女：什么啊，别撩妹了，快回来
型男：你好像好有经验的样子被多少人撩过说吧，如果他们都没成功，那证明他们够笨
美女：数不清，昨天有两个以前的同学表白
型男：看把你美的鼻涕泡出来了
美女：没美
型男：快说说分享一下，你现在的心情
美女：什么心情，正常
型男：被表白了，都这么淡定，你这是在变相夸我有眼光嘛
美女：这不是常有的事么"
不用伸手的拥抱,型男：我负责逗你开心你负责笑，是否给我不用伸手的拥抱（进逻）
不要吧~我不想告诉你我的电话,"
1. 老板也不想发我工资，结果还是发了，何况你长得比他善良呢
2. 我先把电话告诉你也行
3. 你想晚上直接去我家吗？
其他答案：不告诉我你的电话，那就告诉我你的电话号码吧（一直很想爱你转）"
不要脸,"美女：不要脸
型男：我的脸是香的，不信你闻闻
美女：你牛
型男：不要仰视我，我怕你会着迷
美女：你越来越厚脸皮
型男：你怎么知道的，你又没亲过
美女：……
型男：都无法用语言表达了，看来你入戏太深"
丑照,"美女：给你看个丑照好不好
型男：好呀
美女：（发我照片）[Facepalm]
型男：麻痹
美女：好看不
型男：人帅，你的
美女：那得帮我干活，洗衣做饭洗碗
型男：女人做，快点或都21世纪了，男女平等，谁做都一样
美女：现在都21世纪了，哪有分那么多的
型男：照片发来宝贝
美女：朋友圈好多呢
型男：新鲜刚出炉的，不要照骗
美女：（发照片给我）
型男：喜欢
美女：允许你偷偷收藏了
型男：怕控制不了
型男：（发照片给女生）
美女：哈哈，胡子该刮了
型男：有没有被帅醒
美女：我什么都不知道
型男：世界这么大，长得像我这么帅真的很有用或本可以靠颜值，偏偏要靠才华吃饭
美女：快夸我长得好看
型男：能不能不撒谎呢宝贝"
中期调情,"型男：带我飞
美女：哈哈，你太重了飞不起来
型男：带我去学你最擅长的装ｂ
美女：哈哈，你想装什么
型男：装傻
美女：你肯定学不会
型男：不教那就亲我一个/害羞
美女：我害羞/害羞
型男：我闭眼
美女：小妹妹都不会那么主动的/害羞
型男：这不是逼我耍流氓吗/害羞
你坏坏，逼良为娼/哭
美女：哈哈，应该是如你所愿"
中期调情,"型男：那你为什么闭上眼睛
美女：因为眼睛进沙子，你没帮我吹
型男：我帮你吹，顺便人工呼吸[Facepalm]
美女：下次见你我就带口罩/害羞
型男：非得要人家强吻么
美女：哈哈，放心吧，你不会的
型男：我会
美女：你不会
型男：老婆我温柔点，记得不要抵抗哟，要不……
美女：要不什么
型男：跪搓衣板
美女：哈哈，搓衣板就免了，榴莲就好了，完了我还能吃"
中期调情,"美女：我头像和我本人不符，（妹子发如花照片）这才是我
型男：怎么舍得呢，如花般的你我会卖给武大郎的
美女：直接把一对卖了是吧，能不能给我留一个肾，我去换个iphone（女生提要求）
型男：等不及了（不能轻易满足女生要求，要显得自己有态度）iphone要过几天才能发货
美女：求放过，我还是一个宝宝，我还小不值钱的
型男：那就去大郎家做媳妇，煎饼管饱
美女：不要欺负我这种年轻又好看的人
型男：xxx北京人天蝎
美女：白羊
型男：你让我想起朋友送的祁门红茶（女生名字里有祁字，展示朋友对你好，你有价值）
美女：哈哈
型男：白羊女汉子味浓郁
美女：其实人家是萌妹子呢，不管你信不信，我是信了（女生在保持框架）
型男：萌妹子，做得一手好菜么"
为什么男生会外遇,"
1. 因为家里遇不到小三呀
2. 因为女人会外遇
3. 你想知道原因后方便去找个外遇男"
为啥是我请你呢,"美女：为啥是我请你呢
型男：因为你人好
美女：男人要女人请客？我请你，你好意思吃
型男：哈哈，要是吃了年轻十岁的话
美女：哟
型男：/不能因为我超可爱你就欺负我
美女：准备吃啥
型男：见面再说
美女：又见面再说，先安排好
型男：你想吃啥
美女：你想吃啥
型男：绅士先征求女生意见
美女：你能不能吃辣
型男：别太辣，胃不好（化解掉吃火锅，女生可能吃火锅，吃火锅花时间，不利后续互动），胃不好，不能吃海鲜，吃海鲜过敏（降低约会成本）
美女：你胃不好，那吃啥，我想吃火锅
型男：太古里有，我带你去
美女：哪家
型男：忘记了名字（选择自由，哪家舒服去哪家）
美女：今天是不是我们第一次约会
型男：后天第二次，见到欧巴会不会害羞呀（画面感植入）
型男：到了跟我说一声，我在……给我姐看个礼物（不能显示出一直在等她）"
为啥要跟你，你又没钱,"
1. 我给你介绍个有钱的，你可以试着跟银行里那个自动取款机谈谈恋爱
2. 你跟我走，去菜市场把你卖了我就有钱了
3. 一晚多少钱，你开个价，我跟xx宾馆的比下哪边划算"
为嘛躲我,"美女：没有
型男：
a. 那为啥不逃进我的怀抱 
b. 让我肩膀做你永远的依靠"
之前和妹子td，做完之后	我问她高潮之类的问题，我记得很清楚，她说了一句：我看见帅哥就高潮了. 我很生气，这个要怎么破呢,"1那你平时出门要带几条裤子换呢？
2. 多几个你这样的可就解决了中国很多地方用水难的问题了
3. 我觉得对你来说看见公狗也能高潮"
互动与游戏,"
a. 假想你走在一望无际的大沙漠中口很渴，你忽然看到前方有一个冰箱，那你会：
1. 打开它　　　　　　　
2. 不打开
b. 打开冰箱后，发现没有水，只有一只玛瑙杯，你会：
1. 带走它　　
2. 留在冰箱　　
3. 很气忿
c. 这时看到远方有一条河，但地图却没有那条河，那你是：
1. 赶快冲过去　　
2. 慢慢地靠近　　
3. 不理它（想是海市蜃楼）
d. 过了第一条河，喝了不少水，又看到远方还有一条地图上没有的河，你会：
1. 赶快冲过去　　
2. 喝一口看看　　
3. 不理它
e. 过了前两条河，又看到远方又有一条地图没有的河，你会：
1. 赶快冲过去　　
2. 喝一口看看　　
3. 不理它
f. 渡过了三条河，这时有个俊男骑着一匹白马，给你一颗苹果，而你也很喜欢他，他要你跟他走，但是你往东，他往西，你会：
1. 跟他走　　
2. 不跟
g. 最后终于到达海边，你希望看到的海是：
1. 风平浪静　　
2. 波涛汹涌　　
3. 莫测高深
解答：
a. 接受爱情程度：
1. 容易接受爱情　　　
2. 不容易敝开心房接受爱情
b. 玛瑙杯代表你的初恋：
1. 往后交的都是初恋情人的类型
2. 对初恋情人记忆已模糊
3. 初恋受过伤害
c. 当你遇到爱情时：
1. 一头栽进去，天崩地裂地爱
2. 很小心谨慎地对待你的爱
3. 持观望态度，而流失了大好机会
d. 已有恋人的同时，遇上不错的对象：
1. 当然是新欢较好啰
2. 会考虑看看是不是该换
3. 爱情死忠派
e. 婚后遇到不错对象：
1. 又是一次天崩地裂
2. 会考虑看看是不是该换
3. 坚持不换老公老婆
f. 当你和爱人争吵时：
1. 先向他低头
2. 面子要紧
g. 对性的态度：
1. 单纯，维持单一性伴侣
2. 追求刺激的性，性伴侣不只一人
3. 对性有恐惧"
互动与游戏,“诶，如果你五个手指都破了，你只能包一个，你会包哪个？”女生指出一个. 你拿起她的手问：“为什么包这个？”这时候女生会解释. 你可以说：“哦，看来你跟我想法一样嘛. ”或是说不一样. 然后告诉她包这个手指头的意义：大拇指：有人会爱你一生一世食指：你会用一生去爱一个人中指：你会爱上很多人无名指：你不爱别人只爱自己小拇指：你会被很多人爱
互动与游戏,为了增加你和女生的互动，可以用以下这个技巧. 对女孩说：“你可以在心里想一幅世界名画，比如梵高的向日葵，星空啊这样的世界名画，但是为了让我不影响你，上面说过的画就不要想了，再想一幅世界名画. ”“想好了么？好，集中注意力在画的细节上. ”“我似乎看到一个女人的意向，对么？好，继续集中注意力. ”“我感觉到了，画面的基调是暗黄色的，对吧. ”“是达芬奇的《蒙娜丽莎的微笑》，没错吧. ”好了，正题就是这样，不要小看这几句话，我试过无数遍，还没失败过，至于为什么，很简单，一般情况下，大家本来对世界名画的认知就不多，第一反应，出去梵高的几幅画，绝对就是蒙娜丽莎的微笑，大家试试吧，绝对屡试不爽
互动与游戏,"令人羞怯的赞赏
目的：独特的赞美才能收效. 女生的不安全感被你发现，将更信任你. #
找出某些你认为她会觉得有一点羞涩的东西，然后提出来，说你觉得很可爱. 
比如：身高不平常的笑容吊带红头发雀斑痣
例子：
天哪！我刚才注意到那个！”
（她问什么. ）“太可爱了. ”
（现在她真的想知道. ）
你是我见过最可爱的兔八哥. ”
（她脸红. ）
另一个例子：
你知道吗我一点也没听到你刚才说的什么，因为我一直在看……等等，再笑一下. ”
（她无能为力但是笑了，也开始感觉到羞涩就好像你看到她牙齿上有东西. ）
“我的天哪，你有着最可爱的不老实的笑容. ”
提示：要使她感到有一点羞涩，同时传达给她你真诚的喜欢她"
互动与游戏,你与妹子互动的时候，可以让妹子做这个“看你色不色”的测试来升高气氛. 你可以问美女：假如有天你被抛弃到一个荒岛，你快饿得不行了，只能选择以下几种吃的你会选什么？a鸡蛋；b橙子；c白馒头；d香蕉. 结果：鸡蛋，外面很纯其实内心很黄；橙子，里外都很黄；馒头，里外都纯洁；香蕉，外面很黄内心却纯洁. 做完测试，向妹子揭晓答案的时候就会逗得妹子哈哈大笑啦
互动与游戏,"你会有外遇吗
a. 狗 b. 猪 c. 母牛 d. 鸟
a 狗-你重视社会跟道德规范，婚后你不会犯这样的错
b 猪-你无法抗拒欲望，很有可能越轨
c 母牛-你不会主动，也不会拒绝，但你会很努力试着不要这样做
d 鸟-你从来就不够坚定，事实上，你不适合婚姻，且你不想做承诺"
互动与游戏,"你在现实生活中会被哪一类人吸引
a. 兔 b. 羊 c. 鹿 d. 马
a 兔-有分裂的人格，外表像冰而内心炙热的人
b 羊-重视顺从而温暖的人
c 鹿-优雅及有礼貌的人
d 马-不受约束向往自由的人"
互动与游戏,"你对婚姻的看法
a. 恐龙 b. 白老虎 c. 北极熊 d. 豹
a 恐龙-你非常消极，你不认为有快乐婚姻的存在
b 白老虎-你认为婚姻是件很珍贵的事，一旦结婚，你会很珍惜婚姻及你的伴侣
c 北极熊-你害怕婚姻，你认为婚姻会夺走你的自由
d 豹-你一直想要结婚，但事实上，你甚至不知道婚姻到底是什么"
互动与游戏,"你想和你的爱人建立一种什么样的关系
a. 羊 b. 马 c. 兔 d. 鸟
a 羊-你俩不用多说话，用心沟通，对方自然知道你要什么
b 马-你俩能谈任何事情，没有秘密
c 兔-一种让你能够感受到温暖与恋爱的关系
d 鸟-你和爱人不只关心现在也关心将来，一种你能与之一起成长的长期关系"
互动与游戏,你想知道在女生心目中什么才是最重要的，可以通过以下测试：当你在家时，同时发生下面几件事，你会先做哪一件？请依次选择一下. 1：孩子哭了！2：水龙头在哗哗地流水！3：电话再响！-4：有人敲门！5：突然下雨，而外面还晾着衣服！结果：第1位的是：家庭；第2位的是：金钱；第3位的是：事业；第4位的是：朋友；第5位的是：性
互动与游戏,"你想给爱人什么样的印象
a. 狗 b. 猫 c. 马 d. 蛇
a 狗-忠诚忠实，永不改变
b 猫-有个性的
c 马-乐观的
d 蛇-可通融的"
互动与游戏,"你最讨厌的个性中，哪一个会使你与爱人分手
a. 狮 b. 蛇 c. 鳄鱼 d. 鲨鱼
a 狮-你的爱人傲慢自大，表现得像一个独裁者，令你很生气
b 蛇-情绪化，太过喜怒无常，而你不知道如何取悦他
c 鳄鱼-无情冷血又爱讽刺人
d 鲨鱼-不安全可靠"
