ovfJ35PpXkOHNxpWBow-2owA-mhA,108,2018-10-26 19:17:17,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,你的黄瓜掉了,2018-10-26 20:10:12,0
ovfJ35PpXkOHNxpWBow-2owA-mhA,666,2018-10-26 20:10:27,0
ovfJ35IDlfOcbhvgyCMGh-asE4p0,55,2018-10-26 20:10:49,0
ovfJ35IDlfOcbhvgyCMGh-asE4p0,哈哈,2018-10-26 20:10:54,0
ovfJ35IDlfOcbhvgyCMGh-asE4p0,55,2018-10-26 20:11:1,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-26 20:22:43,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-26 20:27:46,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,147,2018-10-26 20:31:18,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-26 20:40:14,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,108,2018-10-26 20:40:22,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,124,2018-10-26 20:41:6,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-26 20:41:10,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,108,2018-10-26 20:41:15,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,niunan036,2018-10-26 22:34:49,0
ovfJ35PpXkOHNxpWBow-2owA-mhA,niunan036,2018-10-26 22:36:3,0
ovfJ35PpXkOHNxpWBow-2owA-mhA,niunan036,2018-10-26 22:36:8,0
ovfJ35PpXkOHNxpWBow-2owA-mhA,niunan036,2018-10-26 22:36:26,0
ovfJ35PpXkOHNxpWBow-2owA-mhA,哈哈,2018-10-26 22:36:32,0
ovfJ35PpXkOHNxpWBow-2owA-mhA,108,2018-10-27 0:40:28,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,108,2018-10-27 0:40:33,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 3:31:31,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 3:32:20,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 3:32:57,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:33:17,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 3:33:19,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:33:51,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 3:33:53,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:35:0,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 3:35:2,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 3:35:17,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 3:36:0,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:37:42,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 3:37:44,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:38:8,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:38:14,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:38:50,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 3:38:52,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:39:48,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 3:39:50,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:40:42,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 3:40:55,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:42:0,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 3:42:4,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:42:24,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:43:37,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:44:26,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 3:44:28,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:45:3,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 3:45:6,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:45:39,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:47:41,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:48:7,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 3:48:8,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:49:15,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:50:47,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 3:50:48,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,睡觉,2018-10-27 3:52:6,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,自恋,2018-10-27 3:52:8,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,生气,2018-10-27 3:52:10,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,表白,2018-10-27 3:52:13,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,丑,2018-10-27 3:52:15,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,介绍,2018-10-27 3:52:17,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,拉升关系,2018-10-27 3:52:19,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,打压,2018-10-27 3:52:22,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:53:3,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:54:46,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:55:8,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:55:20,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:55:33,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 3:56:4,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 3:56:11,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"rgba(0, 0, 0, 0.05);",2018-10-27 3:57:10,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"rgba(0, 0, 0, 0.05)",2018-10-27 4:1:49,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 4:1:52,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 4:6:58,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 4:7:26,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 4:7:28,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 4:7:46,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,border-radius:20rpx;,2018-10-27 4:8:10,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 11:43:14,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 11:44:6,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 11:44:9,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"rgba(0, 0, 0, 0.05);",2018-10-27 11:48:24,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"rgba(0, 0, 0, 0.05);",2018-10-27 11:48:55,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"rgba(0, 0, 0, 0.05);",2018-10-27 11:49:43,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 11:50:57,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"rgba(0, 0, 0, 0.05);",2018-10-27 11:54:1,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"rgba(0, 0, 0, 0.05);",2018-10-27 11:55:4,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"rgba(0, 0, 0, 0.05);",2018-10-27 11:55:30,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,睡觉,2018-10-27 11:56:11,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,赞美,2018-10-27 11:56:16,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,推拉,2018-10-27 11:56:19,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"rgba(0, 0, 0, 0.05);",2018-10-27 11:58:15,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"rgba(0, 0, 0, 0.05);",2018-10-27 11:58:48,0
ovfJ35APlJooR134y0jcHfluiUQc,153,2018-10-27 11:59:33,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"rgba(0, 0, 0, 0.05);",2018-10-27 12:0:8,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"rgba(0, 0, 0, 0.05);",2018-10-27 12:0:54,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"rgba(0, 0, 0, 0.05);",2018-10-27 12:1:35,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"rgba(0, 0, 0, 0.05);",2018-10-27 12:1:52,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,</view>,2018-10-27 12:4:10,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,</view>,2018-10-27 12:5:3,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,</view>,2018-10-27 12:5:42,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,</view>,2018-10-27 12:6:16,0
ovfJ35PpXkOHNxpWBow-2owA-mhA,124,2018-10-27 12:6:30,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,133,2018-10-27 12:6:46,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,145,2018-10-27 12:6:52,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,150,2018-10-27 12:7:1,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,background: #efefef;,2018-10-27 12:7:5,0
ovfJ35PpXkOHNxpWBow-2owA-mhA,107,2018-10-27 12:7:8,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,114,2018-10-27 12:7:11,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,background: #efefef;,2018-10-27 12:7:35,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 12:8:11,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 12:9:8,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,background: #efefef;,2018-10-27 12:13:12,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,background: #efefef;,2018-10-27 12:13:30,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,".kuai{
    width: 100%;
    border-radius:20rpx;
    display: inline-block;
    background: #efefef;
    .biaoti {
      font-weight: bolder;
      padding-left:20rpx; 
      text-align: left;
      color: #999999;
      font-size: 30rpx;
    }
    .weui-btn{
      margin-left: 2%;
      margin-top: 6rpx;
      margin-bottom: 0rpx;
      padding: 0rpx;
      text-align: center;
      width: 22.5%;
      height: 62rpx;
      background: #ffffff;
      font-size: 28rpx;
    }
  }",2018-10-27 12:16:36,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,btn_box,2018-10-27 12:17:40,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,margin-bottom: 20rpx;,2018-10-27 12:18:26,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,minkuai,2018-10-27 13:29:29,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,bigkuai,2018-10-27 13:30:30,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,margin-bottom: 20rpx;,2018-10-27 13:31:29,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,margin-bottom: 20rpx;,2018-10-27 13:31:49,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,margin-bottom: 20rpx;,2018-10-27 13:32:33,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,margin-bottom: 20rpx;,2018-10-27 13:32:50,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,margin-bottom: 20rpx;,2018-10-27 13:33:2,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,margin-bottom: 20rpx;,2018-10-27 13:33:47,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,赞美,2018-10-27 13:33:53,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 13:41:40,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,sudo nohup python xiaochengxu.py > /home/ubuntu/data/xiaochengxu.log 2>&1 &,2018-10-27 13:42:2,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,丑,2018-10-27 13:42:6,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,表白,2018-10-27 13:42:8,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 13:42:24,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 13:43:32,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,sudo nohup python xiaochengxu.py > /home/ubuntu/data/xiaochengxu.log 2>&1 &,2018-10-27 13:44:55,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 13:45:1,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 13:55:12,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,sudo nohup python xiaochengxu.py > /home/ubuntu/data/xiaochengxu.log 2>&1 &,2018-10-27 13:55:18,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,烦,2018-10-27 13:55:21,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:3:11,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,sudo nohup python xiaochengxu.py > /home/ubuntu/data/xiaochengxu.log 2>&1 &,2018-10-27 14:3:16,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 14:3:18,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:16:52,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:19:23,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:19:50,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,".item_img {
    width: 38rpx;
    height: 38rpx;
  }",2018-10-27 14:20:8,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:20:13,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,".item_img {
    width: 38rpx;
    height: 38rpx;
  }",2018-10-27 14:20:58,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:21:3,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:21:49,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,align-items: center;,2018-10-27 14:23:38,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:23:41,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:25:24,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:26:46,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:27:22,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,140,2018-10-27 14:32:5,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:32:11,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:32:47,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:33:12,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:33:29,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:33:55,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,134,2018-10-27 14:35:35,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:36:47,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,107,2018-10-27 14:37:25,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:39:55,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,108,2018-10-27 14:39:58,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:40:22,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,108,2018-10-27 14:41:27,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:44:1,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:45:6,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,120,2018-10-27 14:45:10,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:45:30,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:45:57,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:47:34,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:48:11,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:48:50,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:49:14,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:52:51,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:53:38,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:54:3,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:57:12,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 14:57:56,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,".vip{
        margin-top: 20rpx;
        text-align:center;
        .item_img {
          padding: 0rpx;
          border-radius:20rpx;
          width: 568rpx;
          height: 382rpx;
        }
      }",2018-10-27 15:0:22,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 15:0:26,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,烦,2018-10-27 15:0:42,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,duihua,2018-10-27 15:2:15,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 15:2:17,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,赞美,2018-10-27 15:2:29,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,duihua,2018-10-27 15:2:42,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 15:3:23,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"女：你好厉害
男：我这一辈子就两件事不会。这不会，那不会",2018-10-27 15:3:38,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,赞美,2018-10-27 15:4:3,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 15:4:14,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,拉升关系,2018-10-27 15:4:37,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"女：你好厉害
男：我这一辈子就两件事不会。这不会，那不会",2018-10-27 15:4:47,0
ovfJ35PpXkOHNxpWBow-2owA-mhA,108,2018-10-27 15:5:43,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,115,2018-10-27 15:6:9,1
ovfJ35IDlfOcbhvgyCMGh-asE4p0,115,2018-10-27 15:6:23,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,108,2018-10-27 15:6:25,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 15:6:34,1
ovfJ35IDlfOcbhvgyCMGh-asE4p0,哈哈,2018-10-27 15:6:45,0
ovfJ35PpXkOHNxpWBow-2owA-mhA,124,2018-10-27 15:10:5,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 15:13:6,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 15:14:43,1
ovfJ35PpXkOHNxpWBow-2owA-mhA,108,2018-10-27 15:16:32,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 15:21:17,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"女：你好厉害
男：我这一辈子就两件事不会。这不会，那不会",2018-10-27 15:22:21,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,不客气,2018-10-27 15:22:47,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 15:23:1,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,丑,2018-10-27 15:23:10,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,丑,2018-10-27 15:23:36,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,丑,2018-10-27 15:23:44,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,丑,2018-10-27 15:23:49,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,丑,2018-10-27 15:25:17,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"width: 368rpx;
      height: 248rpx;",2018-10-27 15:25:57,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 15:26:3,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 15:26:25,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 15:27:20,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 15:31:9,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 15:32:52,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 15:45:45,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 15:47:13,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,108,2018-10-27 15:48:26,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 15:48:29,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 15:48:35,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 15:48:43,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 15:50:17,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 15:51:42,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,getCurrentTab,2018-10-27 15:53:0,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 15:53:3,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 15:53:19,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 15:54:41,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 15:55:23,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,厉害,2018-10-27 15:55:29,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 15:55:38,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 15:56:58,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 15:58:42,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,丑,2018-10-27 16:0:4,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,丑,2018-10-27 16:1:45,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,115,2018-10-27 16:11:28,1
ovfJ35NOFbxr1CY5zvltc7qvJF7k,"筛选开场白通常是发无意义的表情或者对话，来看待对方会不会回复你。
如果你没有提供任何话题，女孩还愿意和你聊天，那么说明对你有点兴趣。
如果你直接和女孩聊暧昧的话题，比如“爱妃，朕终于找到你了。”，女孩还愿意回复你，那么就代表女孩对你的兴趣是非常大的。
所以筛选开场白通常只是一个测试，属于简单粗暴的方式，但通常成功换来的回报会最大。
记住，它只是为了测试女孩对你的态度，而不能保证女孩会不会回复你。",2018-10-27 16:12:2,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 16:12:14,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 16:13:49,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 16:13:57,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 16:15:3,0
ovfJ35NOFbxr1CY5zvltc7qvJF7k,你好,2018-10-27 16:16:5,0
ovfJ35PpXkOHNxpWBow-2owA-mhA,146,2018-10-27 18:49:53,1
